Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",301.6718825,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2009,"Rate per 100,000 population",543.0674915,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2009,"Rate per 100,000 population",19.59521877,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",545.8668085,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2010,"Rate per 100,000 population",483.387043,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2010,"Rate per 100,000 population",8.334259362,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2010,"Rate per 100,000 population",283.3648183,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2011,"Rate per 100,000 population",506.9010166,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2011,"Rate per 100,000 population",2.754896829,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2011,"Rate per 100,000 population",269.9798893,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2012,"Rate per 100,000 population",538.0308617,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2012,"Rate per 100,000 population",16.38672675,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2012,"Rate per 100,000 population",382.3569575,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2013,"Rate per 100,000 population",630.7525717,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2013,"Rate per 100,000 population",13.53546291,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2013,"Rate per 100,000 population",338.3865728,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2014,"Rate per 100,000 population",574.9751471,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2014,"Rate per 100,000 population",13.43399876,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2014,"Rate per 100,000 population",596.4695451,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2015,"Rate per 100,000 population",515.147471,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2015,"Rate per 100,000 population",448.418524,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Corruption,Total,Total,2015,"Rate per 100,000 population",5.338315761,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2015,"Rate per 100,000 population",26.69157881,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2015,"Rate per 100,000 population",37.36821033,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Fraud,Total,Total,2015,"Rate per 100,000 population",387.0278927,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Money laundering,Total,Total,2015,"Rate per 100,000 population",176.1644201,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Corruption,Total,Total,2016,"Rate per 100,000 population",10.62275926,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2016,"Rate per 100,000 population",0,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2016,"Rate per 100,000 population",10.62275926,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2016,"Rate per 100,000 population",13.27844908,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2016,"Rate per 100,000 population",374.452264,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2016,"Rate per 100,000 population",520.5152038,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Money laundering,Total,Total,2016,"Rate per 100,000 population",180.5869074,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2016,"Rate per 100,000 population",82.32638428,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Fraud,Total,Total,2016,"Rate per 100,000 population",464.7457177,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Corruption,Total,Total,2017,"Rate per 100,000 population",15.87091655,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2017,"Rate per 100,000 population",10.58061103,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2017,"Rate per 100,000 population",335.9344002,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2017,"Rate per 100,000 population",394.1277609,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2017,"Rate per 100,000 population",5.290305515,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Fraud,Total,Total,2017,"Rate per 100,000 population",343.8698585,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Money laundering,Total,Total,2017,"Rate per 100,000 population",129.6124851,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Corruption,Total,Total,2018,"Rate per 100,000 population",36.92177857,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2018,"Rate per 100,000 population",2.637269898,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2018,"Rate per 100,000 population",369.2177857,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2018,"Rate per 100,000 population",427.2377235,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2018,"Rate per 100,000 population",13.18634949,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Fraud,Total,Total,2018,"Rate per 100,000 population",414.051374,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Money laundering,Total,Total,2018,"Rate per 100,000 population",129.226225,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Corruption,Total,Total,2019,"Rate per 100,000 population",28.93214098,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2019,"Rate per 100,000 population",13.15097317,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2019,"Rate per 100,000 population",281.4308259,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2019,"Rate per 100,000 population",468.1746449,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2019,"Rate per 100,000 population",10.52077854,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Fraud,Total,Total,2019,"Rate per 100,000 population",470.8048396,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2019,"Rate per 100,000 population",86.79642294,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Money laundering,Total,Total,2019,"Rate per 100,000 population",184.1136244,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Corruption,Total,Total,2020,"Rate per 100,000 population",26.22125495,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2020,"Rate per 100,000 population",7.866376485,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2020,"Rate per 100,000 population",154.7054042,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2020,"Rate per 100,000 population",348.7426908,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2020,"Rate per 100,000 population",15.73275297,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Fraud,Total,Total,2020,"Rate per 100,000 population",461.4940871,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2020,"Rate per 100,000 population",162.5717807,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Money laundering,Total,Total,2020,"Rate per 100,000 population",152.0832787,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2003,"Rate per 100,000 population",121.7122149,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2003,"Rate per 100,000 population",3.91176962,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Burglary,Total,Total,2003,"Rate per 100,000 population",87.22413961,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2004,"Rate per 100,000 population",135.6929509,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2004,"Rate per 100,000 population",4.239921148,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Burglary,Total,Total,2004,"Rate per 100,000 population",88.37295502,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2008,"Rate per 100,000 population",66.10793924,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2008,"Rate per 100,000 population",6.510213379,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",90.83774286,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2009,"Rate per 100,000 population",58.3645754,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2009,"Rate per 100,000 population",7.091208948,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",88.58793407,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2010,"Rate per 100,000 population",62.58594401,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2010,"Rate per 100,000 population",8.355650438,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Burglary,Total,Total,2010,"Rate per 100,000 population",90.53517522,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2011,"Rate per 100,000 population",58.01898336,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2011,"Rate per 100,000 population",6.912274317,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Burglary,Total,Total,2011,"Rate per 100,000 population",83.45223099,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2012,"Rate per 100,000 population",57.00203856,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2012,"Rate per 100,000 population",6.69179776,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Burglary,Total,Total,2012,"Rate per 100,000 population",81.64090674,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Smuggling of migrants,Total,Total,2013,"Rate per 100,000 population",0.716254273,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Burglary,Total,Total,2013,"Rate per 100,000 population",77.99428284,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2013,"Rate per 100,000 population",55.40807547,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2013,"Rate per 100,000 population",6.41725112,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Fraud,Total,Total,2013,"Rate per 100,000 population",43.79314131,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Money laundering,Total,Total,2013,"Rate per 100,000 population",0.038716447,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Smuggling of migrants,Total,Total,2014,"Rate per 100,000 population",0.235707106,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Burglary,Total,Total,2014,"Rate per 100,000 population",72.39575396,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2014,"Rate per 100,000 population",52.81763312,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2014,"Rate per 100,000 population",6.479540238,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Fraud,Total,Total,2014,"Rate per 100,000 population",36.3566185,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Money laundering,Total,Total,2014,"Rate per 100,000 population",0.115448378,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Smuggling of migrants,Total,Total,2015,"Rate per 100,000 population",0.253491196,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Burglary,Total,Total,2015,"Rate per 100,000 population",60.77570984,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2015,"Rate per 100,000 population",30.72982889,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2015,"Rate per 100,000 population",6.404239827,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Fraud,Total,Total,2015,"Rate per 100,000 population",26.45874139,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Money laundering,Total,Total,2015,"Rate per 100,000 population",0.043045675,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Smuggling of migrants,Total,Total,2016,"Rate per 100,000 population",0.927635974,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Burglary,Total,Total,2016,"Rate per 100,000 population",48.93636546,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2016,"Rate per 100,000 population",29.31805388,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2016,"Rate per 100,000 population",6.188996934,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Fraud,Total,Total,2016,"Rate per 100,000 population",26.03089256,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Money laundering,Total,Total,2016,"Rate per 100,000 population",0.03805686,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Burglary,Total,Total,2017,"Rate per 100,000 population",42.1856692,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2017,"Rate per 100,000 population",29.07512239,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2017,"Rate per 100,000 population",5.523468636,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Fraud,Total,Total,2017,"Rate per 100,000 population",29.30704181,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Money laundering,Total,Total,2017,"Rate per 100,000 population",0.089927938,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Burglary,Total,Total,2018,"Rate per 100,000 population",38.08512603,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2018,"Rate per 100,000 population",28.244702,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2018,"Rate per 100,000 population",2.718010849,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Fraud,Total,Total,2018,"Rate per 100,000 population",28.68749753,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Money laundering,Total,Total,2018,"Rate per 100,000 population",0.061237679,CTS
LSO,Lesotho,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2007,"Rate per 100,000 population",239.5157142,CTS
LSO,Lesotho,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2007,"Rate per 100,000 population",30.0464134,CTS
LSO,Lesotho,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2007,"Rate per 100,000 population",232.1676801,CTS
LSO,Lesotho,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2008,"Rate per 100,000 population",249.9584828,CTS
LSO,Lesotho,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2008,"Rate per 100,000 population",21.6895724,CTS
LSO,Lesotho,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",244.0202704,CTS
LSO,Lesotho,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft,Total,Total,2009,"Rate per 100,000 population",225.9645702,CTS
LSO,Lesotho,Africa,Sub-Saharan Africa,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2009,"Rate per 100,000 population",21.95830936,CTS
LSO,Lesotho,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",235.6624048,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2003,"Rate per 100,000 population",855.1804771,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2003,"Rate per 100,000 population",205.6603757,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2004,"Rate per 100,000 population",861.7522997,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2004,"Rate per 100,000 population",187.2152952,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2005,"Rate per 100,000 population",825.8331666,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2005,"Rate per 100,000 population",135.7849377,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2006,"Rate per 100,000 population",755.4197599,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2006,"Rate per 100,000 population",104.7428216,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2007,"Rate per 100,000 population",709.0246531,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2007,"Rate per 100,000 population",87.3891986,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2008,"Rate per 100,000 population",842.1450374,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2008,"Rate per 100,000 population",79.46173931,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2009,"Rate per 100,000 population",897.050141,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2009,"Rate per 100,000 population",62.10395704,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2010,"Rate per 100,000 population",849.279329,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2010,"Rate per 100,000 population",65.94479524,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2011,"Rate per 100,000 population",885.3532559,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2011,"Rate per 100,000 population",58.60410028,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2012,"Rate per 100,000 population",770.8924563,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2012,"Rate per 100,000 population",56.60697651,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2013,"Rate per 100,000 population",49.98441311,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption,Total,Total,2013,"Rate per 100,000 population",57.29596289,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2013,"Rate per 100,000 population",3.456368991,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2013,"Rate per 100,000 population",53.8395939,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2013,"Rate per 100,000 population",1.429075641,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2013,"Rate per 100,000 population",108.5100457,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2013,"Rate per 100,000 population",928.9656351,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Fraud,Total,Total,2013,"Rate per 100,000 population",164.8089791,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2013,"Rate per 100,000 population",31.73877295,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Money laundering,Total,Total,2013,"Rate per 100,000 population",1.827887447,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2014,"Rate per 100,000 population",42.2345901,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption,Total,Total,2014,"Rate per 100,000 population",55.42658955,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2014,"Rate per 100,000 population",4.509510018,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2014,"Rate per 100,000 population",50.91707953,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2014,"Rate per 100,000 population",1.548040753,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2014,"Rate per 100,000 population",112.468526,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2014,"Rate per 100,000 population",938.7521042,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Fraud,Total,Total,2014,"Rate per 100,000 population",171.2940746,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2014,"Rate per 100,000 population",41.96536562,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Money laundering,Total,Total,2014,"Rate per 100,000 population",2.01918359,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2014,"Rate per 100,000 population",27.59550907,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2014,"Rate per 100,000 population",0.572102017,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2014,"Rate per 100,000 population",7.908469062,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Acts that cause environmental pollution or degradation,Total,Total,2014,"Rate per 100,000 population",0.471142838,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Acts involving the movement of dumping of waste,Total,Total,2014,"Rate per 100,000 population",0,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2014,"Rate per 100,000 population",0,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Acts that result in the depletion of degradation of natural resources,Total,Total,2014,"Rate per 100,000 population",0.605755077,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2015,"Rate per 100,000 population",38.81479137,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption,Total,Total,2015,"Rate per 100,000 population",45.19296886,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2015,"Rate per 100,000 population",3.274358499,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2015,"Rate per 100,000 population",41.91861036,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2015,"Rate per 100,000 population",2.489876775,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2015,"Rate per 100,000 population",102.2895952,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2015,"Rate per 100,000 population",777.0803091,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Fraud,Total,Total,2015,"Rate per 100,000 population",141.4113577,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2015,"Rate per 100,000 population",32.26607437,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Money laundering,Total,Total,2015,"Rate per 100,000 population",3.342574301,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2015,"Rate per 100,000 population",31.72034796,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2015,"Rate per 100,000 population",1.023237031,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2015,"Rate per 100,000 population",4.63867454,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Acts that cause environmental pollution or degradation,Total,Total,2015,"Rate per 100,000 population",0.784481724,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Acts involving the movement of dumping of waste,Total,Total,2015,"Rate per 100,000 population",0.068215802,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2015,"Rate per 100,000 population",0,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Acts that result in the depletion of degradation of natural resources,Total,Total,2015,"Rate per 100,000 population",0.477510614,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption,Total,Total,2016,"Rate per 100,000 population",26.33623516,CTS
